OBJECTID,KOMMENTAAR,PILT,KUUPAEV,TYYP,NUMVOTES,GlobalID,PildiLink,CreationDate,Creator,EditDate,Editor,lon,lat
244,Rattatee lõppeb äkitselt ära ja edasisõitmiseks kesklinna poole tuleb vasakule äärekivist alla sõita parkivate autode vahelt.,,1535738560000,0,,a26d81d9-2282-4b2d-b582-38d988880961,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7065213580745,59.4108216048643
245,Liiga kõrge.,,1535732481000,0,,f65c6ba8-a7ee-4fed-ab78-0d9b018c2d0c,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7986768444913,59.4355429819042
246,Liiga kõrge,,1535732481000,0,,46e7f30d-bd05-4735-ae63-15b243501be7,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7809990903539,59.4328226130008
247,Liiga kõrge,,1535732481000,0,,973069a3-29db-4c13-8511-2fdfb90c3707,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.780317783946,59.4328979065728
248,Tee ületamiseks tuleb sõita autode vahelt. Kõnnitee äkitselt lõppeb ja tuleb kasutada edasiliiklemiseks kesklinna poole sõiduteed Sõpruse 163a juures.,,1535738560000,2,,ed121138-13c0-4530-ae96-34801cd58efb,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7053339799581,59.4093973900326
249,"Siit edasi ida poole pole mingit rattarade sõidutee ääres. Teekattemärgistu suunab kõnniteele, millel ligi 10 cm äärekivi",,1535732481000,2,,cb4e26d7-ab2b-4c75-87d9-c21a70f2e538,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7047851383993,59.3948504942974
250,"Kõnnitee äkitselt lõppeb. Tuleb sõita sõidutee ja parkivate autode vahelt, et jõuda Parditiigi pargi juurde.",,1535738560000,2,,0e8bf4a1-e629-4c06-aca8-de7d6a0a2411,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7030790111662,59.4067800338854
251,"Et Järve keskuse kandist Mustamäele otse saaks, võiks Rahumäe tee ääres olla kergliiklustee. Kuskil kaardil on see isegi mingi riikliku rattateena märgitud, aga reaalselt vihmaga porine teepeenar",,1535732481000,2,,cf141134-9108-443b-bec4-6701a49de4a5,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7084897979326,59.3922918214944
252,Kõnnitee äkitselt lõppeb. Edasisõitmiseks kesklinna poole tuleb parkivate autode vahelt manööverdada.,,1535738560000,2,,8c78b841-f3e4-4129-b031-250ea6d0f3ee,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7003483317098,59.4039845598946
253,Väikesed muhukesed teel,,1535732481000,1,,ca717dcf-3c98-4477-961e-81e6003717a1,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7110363287997,59.3904104903674
254,Kõrged äärekivid teeületusel.,,1535738560000,0,,538ec825-8daf-463c-89e2-87fdd3ad6dd6,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7031726395514,59.3953877795539
255,Kõrged äärekivid. Teeületuskoht Retke teel (mahasõit parklasse),,1535739651000,0,,9a0487d3-e29b-4b90-bcf9-8a7114043247,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7057651348233,59.3993177078046
256,Totaalne songermaa,,1535739897000,1,,10dc946d-c6b9-4810-a548-af19581bda2b,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6992128757714,59.4565808400013
257,Kõrged äärekivid teeületamisel.,,1535739651000,0,,6301d9e1-134a-4a50-a972-16063d13e0fa,https://services3.arcgis.com/FwX2qF9JecNSRnwr/arcgis/rest/services/rattateede_andmekorje_punktid/FeatureServer/0/257/attachments/18?token=,1539347645000,TallinnGIS,1539348135000,,24.6979751448651,59.3972869723097
258,Totaalne songermaa,,1535739897000,1,,05d71e46-144f-4420-bf53-2d36ec91cca4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7014577074149,59.4591149925918
259,Rattatee.. no ei ole. Kitsas kõnnitee. Suurema vihmaga tekib lisaks ette suur lomp. Sõiduteel on muidugi veel suuremad lombid.,,1535739897000,2,,a82029b2-85d2-41a5-8ee5-8c530abf78b7,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.706927090641,59.461869355105
260,Ohtlik sissesõidutee. Kopli poolt kõrge plangu tõttu olematu nähtavus. Peegel mingil määral leevendaks.,,1535739897000,2,,5b17965f-816d-40f6-8ab4-15a8da18c2f5,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7144204206512,59.4671007801796
261,Ohtlik sissesõidutee. Kopli poolt tulles müüri tõttu olematu nähtavus. Peegel mingil määral leevendaks.,,1535739897000,2,,92c4e9af-2ba8-46d2-954b-0e977dbae8fd,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7157255020506,59.4683572393209
262,Täiesti ebavajalik täisnurkne kurv. Võiks sujuvamaks teha.,,1535739897000,2,,4cc05a2f-04d1-4440-a1a5-9093da239e48,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7217840186921,59.4445495716721
263,"Võiks rajada kergliiklustee läbimurde, mis ühendab retke tee ja rahumäe surnuaia kõrval oleva kergliiklustee et mustamäe ja kristiine elanikud pääseksid kiiremini Nõmme Harku terviseradadele.",,1535740137000,2,,a9da78f4-2341-43e6-bb3b-1157c5f40a46,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7020322108612,59.3952132048893
264,"Ohtlik lõik jalgratturile, kuna majaelanikud ilmuvad ootamatult tänavale ja tihti on parklas kolimisautod, mis kasutavad osaliselt kõnniteed. Kiikri 2/1 maja ees peaks olema jalgratturitele hoiatavad märgid, et olla tähelepanelik ja võtta hoog maha.",,1535740160000,2,,c21f4c8b-f2a6-4cba-9175-e72fa8fbcde0,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7842073639726,59.4417927453478
265,Väga kergekäeliselt Merkol ajutiselt sulgeda lastud väga aktiivselt kasutatav kergliiklustee. Tõsine dislike.,,1535739897000,2,,890e5992-dc86-4817-8183-03800f590fa4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7446098256404,59.4482313719663
266,Katariina käiku sõites väga kõrge äärekivi.,,1535739897000,0,,687c8a40-d531-4024-b400-36cfaa7ae29b,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7475321855824,59.4376883305221
267,"Ristmik, mida suur osa rattureid ületab liiklusseadust totaalselt eirates.. Rattaga tunnelisse ei saa ja järgmise foori kasutamine on veel tüütum ukerdamine. Samas vajalik liikumissuund.",,1535739897000,2,,be44f7e2-90bc-4407-b447-2bceffa2741f,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7392864271838,59.440195496195
268,"Rattatee kaardub vasakule Luise tänavale, hooga üle rattatee paremale sõitev autojuht hirmutab korralikult.",,1535740518000,2,,a2c6b0d7-2e0b-4a96-8a3b-58cb68e48b4d,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7376926640199,59.4320424879342
269,Laiemad autod ja juhid kes eriti paremale hoiavad võivad mõnikord ratturi vastu kõrget äärekivi suruda.,,1535740518000,0,,7d6e15d9-cdf5-4c98-9658-fc897d296df9,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7371304407375,59.4315480498803
270,"Kõrge äärekivi, ebamugav rattaga maha sõita.",,1535740518000,0,,60e00752-2dbb-40c8-9248-4e993d8e995f,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7272314121234,59.4291701532753
271,"Ristmik, millel rattaga ületamine on üldiselt vaid julgetele - sõiduteel bussirajal, mõnel on suva, aga nõrgemanärvilisematele ei sobi. Samas mis sa teed, kui alternatiivid on veel tüütumad. Nt Gonsiori uus rattatee - kuidas sellelt linna saada?",,1535739897000,2,,096e1cfa-9f90-46b4-bcaa-170efab55670,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7575288518163,59.435555347421
272,Parkivad ja kõnniteel manööverdavad taksod häirivad rattasõitu.,,1535740518000,2,,aa2556d1-f5b7-4888-8dfc-2e613e09e213,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7551400009343,59.4372591528205
273,"Kitsas ja ohtlik: ootepaviljonid, puud, palju jalakäijaid.",,1535739897000,2,,bfd90bca-9b9e-450a-a720-7d51b5a60bff,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7683361295459,59.4317899057016
274,"Väga kitsas ja ohtlik: ootepaviljonid, palju jalakäijaid.",,1535739897000,2,,d4fa45f2-0c86-4785-a2d8-09fdaa28a2ac,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7764032905025,59.4284886470053
275,"Tagumine aeg reaalsusele järgi jõuda ja rattateeks vormistada: aktiivselt kasutatav rattarada avalikul maal. Kitsas, märjaga porine, pime, talvel hooldamata.",,1535739897000,2,,78b06d29-92bf-4259-b557-bfc2ae604c34,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7657705088502,59.4228957321281
276,Kõrge äärekivi sebraraja juures.,,1535741047000,0,,dca459cc-1c03-4bd6-9298-9da9f1c187ff,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7348156197592,59.4090430764266
277,"Aktiivselt kasutatav rattarada, aga vahel muutub raskesti läbitavaks (pehme, liivane). Võiks vähemalt minimaalselt vaeva näha, et oleks mõistlikult läbitav.",,1535739897000,2,,d57ee62f-a755-40b7-b09a-d7b70f11a776,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7385799727763,59.4052661126014
278,Bussiootepaviljoni ja puu tõttu on läbipääs väga kitsas ja suisa ohtlik.,,1535739897000,2,,ae79b2d2-7d61-4db6-b7b7-3b9d6d741b7b,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7188074519082,59.3878898387152
279,Järsk ja ohtlik laskumine trepi kõrval. Pole head võimalust sõita peale raudtee ületamist PPA maja poole. Mahasõit PPA maja poole võiks olla rongipeatuse taga.,,1535741047000,1,,2ac9308e-5615-4108-9442-33b09e6c6062,https://services3.arcgis.com/FwX2qF9JecNSRnwr/arcgis/rest/services/rattateede_andmekorje_punktid/FeatureServer/0/279/attachments/19?token=,1539347645000,TallinnGIS,1539348143000,,24.7341432563274,59.4116884657591
280,Selle u-kujulise perroonile sõitmise asemel võiks teha tondi teega paralleelse ülessõidu treppidega paralleelselt. Ruumi ju on.,,1535741047000,2,,f7de14a2-d4f5-4bb1-a083-5c689d525985,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7335194125536,59.4114372956209
281,"Pärnu maanteel (Vabaduse väljaku ja Kosmose vahel) pargivad jalgrattateel pidevalt autod, teiselpool tänavat ka.",,1535742121000,2,,2d43980a-9031-46c8-a10e-67ddea692a49,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7449689460168,59.4304580817098
282,Tina tn kuni Raua tn on kõnnitee halvas seisukorras,,1535741263000,1,,4bb50ccf-ad53-4359-93a5-b3c03bd68524,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7727409531236,59.4368670254635
283,Kõrge äärekivi,,1535741263000,0,,669ee151-7c4a-48ed-8584-775de4eb1885,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7729533495823,59.436362252049
284,"Mingid totrad märgid, nagu oleks Estonia esisel kõnniteel jalgrattaga sõitmine keelatud. Sellise totra kõrkuse võiks küll ära unustada ja ära koristada.",,1535739897000,2,,415bcfce-1df3-413c-b5e7-647e83fd68a4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7511932198477,59.4344420862221
285,"Jalakäijate- ja rattatee vahel täpselt rehvi laiune pragu, kuhu võib kogemata sisse sõita. (Kukkusin juba aasta tagasi seal väga koledasti)",,1535744104000,2,,098bff06-8f77-4dba-b302-f531e5950d94,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.73517076665,59.4377738827299
286,Vabriku tn ja Kopli tn mõlemal on okei kergliiklustee. Aga vahepealt on jupp puudu.,,1535739897000,2,,c6412f0b-3925-41c5-bfec-ab65b7bfc274,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7228596805801,59.4449490098407
287,Kesklinna suunal Pärnu mnt-le edasi sõitmine on keeruline ja ohtlik. Üle 2 sõiduraja reastumine ei ole turvaline.,,1535739897000,2,,479a133b-d832-4816-92c7-3b4167c029a8,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7428220509365,59.4269723236485
288,"Ebatasane. Lisaks kuna parklal/rattateel puudub selge piir, trügivad parkivad autod ikka ja jälle rattateele.",,1535739897000,1,,9203d500-23e9-4cf8-8a25-12886720b010,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7327854177907,59.4021682750924
289,Tüütult raputavad äärekivid.,,1535739897000,0,,8d1c3ee3-3700-4f01-9c64-8e66b9afdae9,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.733492274088,59.4027652465347
290,"Kuna torutõkked on teinud raudtee ületamise ebamõistlikult ebamugavaks, siis on nende efekt vastupidine: suur osa ratturitest lõikab sõidutee servast tõkkeid vältides. Ehk selliste tõketega tuleb piiri pidada, ei saa inimesi niimoodi vaevata.",,1535739897000,2,,6bf72d7c-cc30-4e1f-8cc3-c2b5f33469d4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7363983853171,59.4040363375021
291,Jube auk seoess pinnase ärauhtumisega,,1535745149000,2,,41be8da0-6637-4c22-b595-9d0e0533e5fe,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7377363008393,59.418471910105
292,Trepp. Jalgrattaga sõita ei saa. Kõigepealt tuleb trepiastmest üles hüpata ja siis trepi kõrvalt ukerdada.,,1535739897000,2,,b04f141d-ed0f-4512-afa1-5b89b5c1f82e,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.8087098123821,59.4535026601945
293,"Siin ongi täpselt nii rumal üleminek, et ei saa sõiduteelt kõnniteele",,1535745149000,0,,846315aa-36d4-4a51-b5a1-71913cc6a789,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7525149857973,59.4367170905407
294,"See on sõidutee ja parkla vaheline ebamäärane asfaldiväli, mitte rattatee.",,1535739897000,2,,1e541a93-7e56-4e20-9a83-b406c6bbc1bc,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7681186253964,59.4429065305946
295,"Siin on absurdne koht, sest sõiduteelt ei saa kõnniteele, sest relsid ja siis kõrge äärekivi",,1535745149000,0,,de58e927-1fb8-4900-a194-796e99f14896,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7423757713253,59.4284569797079
296,Kõrged äärekivid risti rattateega. Mingid kunagi tehtud ligipääsuteed Vaskjala kanalile vmt.,,1535745363000,0,,41f0fa7d-9571-4cd8-9b28-fedd0c668d63,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.8021833046721,59.4118070949858
297,Ignoreerige äärekivi kommentaari: klõpsisin mööda,,1535745149000,2,,aecbba4a-3154-41c8-8fc6-c310e6f96641,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.752506916695,59.4367741394902
298,"Trepp, rattaga üles saamisele pole mõeldud. Isetekkeline rada on, aga ilmselgelt saaks paremini.",,1535739897000,2,,7feb8b67-b12f-487b-8bf0-4553f9cc8a0a,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7316796245051,59.4284453221231
299,Kitsas. Väga kitsas.,,1535739897000,2,,c20b930c-3e76-46ac-af00-137b92743e89,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7872128440616,59.423329413391
300,Pügamata haljastus. Ei pääse jalgrattaga läbi.,,1535745891000,2,,8ddd0417-a354-445e-a801-7921e144c603,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7432641052317,59.4423873365808
301,Kergliiklustee on ohtlikult konarlik,,1535745891000,1,,459cfd30-5ede-4950-a63d-d591845a9635,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7428258568119,59.443021192337
302,"Kõnnitee võiks jätkuda, mitte kruusarajaks muutuda.",,1535746141000,2,,e96f958a-80d6-419e-9b03-65c2fb8f8c65,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7793764879155,59.4237187738754
303,"Puu oksad alt kaua kärpimata, läbi sõitmiseks peab ikka väga madalale kummardama.",,1535746191000,2,,65f46f1a-6c9a-40da-8d53-3f372242de72,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7153308348876,59.4535868474387
304,"Viadukti all on väga kitsas, aga ega siitkaudu sõitmine just mugavam ei ole. Ratturitele igatahes seda tunnelit tehes ei mõeldud.",,1535746191000,2,,e6cebb8c-1769-4ad7-a749-bc1d8c43c620,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7944987256455,59.4233235896102
305,Teelõigu puudumine. Oleks loogiline ja vajalik olemasolevad jalgrattateed (Smuuli tänava ja Liikuri tänava omad) ära ühendada,,1535746357000,2,,16be7fa7-f5f5-4935-84d5-bfb41542e717,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.8406986176174,59.4440303846116
306,Kord nädalas keegi kukub hullusti,,1535746669000,1,,0e28d7c7-e5a1-4ae9-a1ae-b2056b147a24,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.723752791745,59.4333491475702
307,"Ohtlikult kitsas lõik poe ees. Lisaks poest, autodest väljuvad inimesed.",,1535746191000,2,,4e7adf54-081d-4f1a-b298-088623e18bff,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6651657853321,59.373258578689
308,Poska tänaval on pärast Poska-Vesivärava ristmikku kohutav kõnnitee.,,1535746523000,1,,307397e7-2fc8-4431-85b4-4d00023bac99,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7814741824001,59.4355453783254
309,Rattarajal ohtlik kühm,,1535746982000,1,,0e4492e9-d28d-4bff-9e8a-a0679dd7683d,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7304913627754,59.4036361356442
310,Kaardil valed andmed. Antud lõik ei ole tähistatud jalgratta- ja jalgteena.,,1535746982000,2,,db30ee1d-71be-44f0-961a-2e41871fd6ec,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7240510288041,59.3927318351011
311,"Männiku teel lõigul Vabaduse pst ja Pärnu mnt. vahel on täielik katkend. Ei ole ei jalgrattarada ega jalgratta- ja  jalgteed., mistõttu julgemad trotsivad sõiduteel ja aremad rikuvad liiklusseadust kõnniteel.",,1535746982000,2,,ea913df2-64ab-4562-9f7a-f62e698aad5e,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7212802095531,59.3903006596298
312,"Kaart vigane, antud lõik Ädala tänavani ei ole tähistatud jalgratta- ja jalgteena, Kuigi arvestades kõnnitee laiust ja jalakäijate liiklustihedust, võiks ka see olla tähistatud tnava lõpuni.",,1535746982000,2,,cff547e7-d7fc-4efd-a729-0311579058bc,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7155980600079,59.4332063048662
313,,,1535748157000,2,,350e0d73-e0f9-493a-9945-8e936e2ffda0,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7429812636354,59.4225388738193
314,Linnast välja sõitev jalgrattur on sunnitud liiklusseaduse täitmiseks sõitma teises sõidureas.,,1535746982000,2,,00619f04-336c-4c27-8e20-16b1af55fcd8,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7852589219096,59.424125762711
315,"Tähetorni ristmiku ületamiseks rohelise fooritule ootamise aeg ebamõistlikult pikk, kuigi samal ajal põleb Tähetorni tänava suunas autodele punane tuli ja seega ratturid ja ka jalakäijad enda punast tuld ignoreerivad.",,1535746982000,2,,0d4aae4d-28a0-4c79-ad65-d7f1b085b153,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.5947079164746,59.3954163851111
316,Mõlemal pool teed,,1535748679000,0,,120b065e-22f1-4a00-aa25-488862a3b8ca,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7624097446344,59.4351797433539
317,Mitmekümne meetri ulatuses mõlemale poole,,1535748679000,1,,f69655dd-d16d-4767-9670-7abf6711d3ec,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7532217233663,59.4286060296974
318,"Antud kohal olev jalakäijate foor tuleks likvideerida, kuna parempööret teega külgnevale alale sooritavate sõidukite hulk on minimaalne, siis seal olevat foori jalgratturite ja jalakäijate poolt ignoreeritakse.",,1535746982000,2,,6a3f6c7a-18ab-45e3-af41-12ed1f6e709f,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.729533878168,59.4021726554425
319,Kaart vigane. Kõnnitee üle viadukti Järvevana otsani tähistatud jalgratta- ja jalgteena.,,1535746982000,2,,024251b4-a536-400e-9f2d-fbeb6825247c,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7297533456897,59.4025253340943
320,Viidad puudu. Bussijaama poolt tulijal jääb täiesti arusaamatuks kust kaudu pääseda Järvevana teele.,,1535746982000,2,,9e1057cd-71de-4dd4-802e-b1efc1ab12cd,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7709575477317,59.4222878590111
321,Rattateed puuduvad,,1535749221000,2,,e351fd3c-5e9f-4068-9abe-42c5dd8a5e03,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7553021431201,59.4355199707654
322,Linna siseneval jalgratturil puudub vähemohutu võimalus jätkata teed kesklinna suunal.,,1535746982000,2,,dcc32e2d-c153-496d-91dd-ed0b5052f900,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7877961528701,59.4228484432156
323,"Ohtlik ristumine mis vajab peeglit, et viaduktilt tulevad ja Mustamäe poolt tulevad näeksid üksteist. Olnud avariiohtlikke olukordi!",,1535749850000,2,,fc300eb6-add0-4beb-a4d2-f06116761539,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7256350047823,59.4028625913031
324,Pikksilma ja Tuukri tänavate ristmik on äärmiselt ohtlik. Ratturid sõidavad sageli üle ristmiku autoteel. Mitu korda on õnnetus olnud.,,1535753419000,2,,5d4779bc-3f39-45dd-a3e7-ed298fd3ebff,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7817534544997,59.441651090901
325,"puudub rattateed, autotee äärmiselt ohtlik, liiklemine jalakäijatega ohtlik ning aeglane, liivalaiast kuni bussijaamani",,1535779088000,2,,2217b086-90e7-44f7-8530-88d49911685c,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7647971233444,59.4278972424224
326,äärmiselt ebamugav äärekivi,,1535779088000,0,,c73629a8-49d4-45eb-aaf0-9371c624f296,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7569574195519,59.429659507661
327,"Lembitu tänav on küll ühesuunaline autodele, kuid ratastele võiks olla avatud mõlemad suunad, eeldab rattateed, mida hetkel ei ole ning kõnniteed on ebamugavad",,1535779088000,2,,4d47d0ef-0513-4778-8777-42939fad0d51,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7549393117377,59.4311579239369
328,"Puudub rattateed, jalakäijaid on meeletult, busse samuti, bussireal jääb ratas bussile ette.",,1535779088000,2,,1a3c9120-9e6c-4865-8d54-90c85a39ef16,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7532896403462,59.4349960694969
329,"Linnu tee ja Sõpruse pst ristil Olerexi tankla juures veides ruut-kividest kõnnitee (?kus siis muidu jalakäita käib?) osa, mille üks pool on veidra trepi kujuga. Sealt alla koperdades võib jalad murda ja käpuli lennata",,1535779432000,1,,bdfb6674-e13a-4b68-9b1b-7d958eb8ebbe,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7082335441805,59.4128427097034
330,"Mõttetu foor Linnuse tänava ületamisel. Esiteks ei märka ükski rattur seal foori, teiseks sõidab Linnuse tänaval 5 autot päevas.",,1535781526000,2,,b4e678c5-4a2e-4a20-a93b-05cf91ee2403,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.9053583262453,59.4603233676071
331,"Mõttetu ja kasutu foor Linnuse tänava ületamiseks. Ükski rattur ei märka seal seda foori, teiseks liigub Linnuse tänaval 5 autot ööpäevas",,1535781526000,2,,ea04f66f-5a81-4366-941d-4311109651eb,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.9054074694046,59.4603289678541
332,Seda punast joont ei saa kuidagi kergliiklusteeks vms. nimetada. Katteta tolnune või porine teeäär vastavalt ilmale.,,1535782932000,2,,6151ed26-892d-4ac7-8918-8439c886a062,https://services3.arcgis.com/FwX2qF9JecNSRnwr/arcgis/rest/services/rattateede_andmekorje_punktid/FeatureServer/0/332/attachments/20?token=,1539347645000,TallinnGIS,1539348159000,,24.6306447924495,59.3567328115358
333,Raudteeületusele on kindlasti vaja helisignaali,,1535785003000,2,,0339c47c-b3a4-446e-828f-2125ad0d988c,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7533842188364,59.4168398860695
334,"Autoteel kulgev jalgrattatee lõppeb ristmikul ilma igasuguse hoiatuseta, lisada märk ja võimalus sujuvaks liikumiseks kõnniteel olevale rattateele",,1535785003000,2,,d08d8c09-6419-4487-8a4b-2dbc1a53ba07,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7625974223958,59.4322032186011
335,"Äärekivi on ebaühtlase kõrgusega, olles elumaja poolt piisavalt madal aga Vilde tee poolsel otsal kõrge",,1535785130000,0,,2300a929-9bbf-49c2-a741-a3b70d5d76c6,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.677582351414,59.4051365417854
336,"Äärekivid mõlemal pool sissesõitu busside lõpppeatusse on deformeerunud/katkised, olles väga ettearvamatud ja kohati kõrged",,1535785130000,0,,5e34a910-80d3-4772-bf10-7a0ed3e6d6c4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6547082262043,59.4047625292031
337,Valdekust Nõmmele minna on siin täiesti võimatu liikluseeskirju järgides. Ei oska isegi ettepanekuid teha.,,1535785003000,2,,6cc48354-d40e-4fac-a2fc-39beb3632268,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6900794513597,59.3865930572077
338,Äärekivi on kehvas seisus ning liialt kõrge,,1535785130000,0,,b6993e13-8e9b-4552-b9d2-de53ef16651c,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6860821600472,59.4036897874089
339,"Jalakäijate fooritsükkel selline, et suure tõenäosusega uleb oodata kaks autode tsüklit. Selleks, et jalakäijate foor käimasoleva tsükli jooksul roheliseks läheks tuleb vajutadanuppu üsna vahetult peale jalakäijate fooris punase tule süttimist.",,1535785941000,2,,8b90e55d-fd52-4323-84bf-e5586810b389,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.791663530182,59.419834697074
340,Puudub ühendus Viljandi mnt ja Pärnu mnt vahel. Kitsa autotee kõrval ja ebatasasel pinnal sõitmine enesetapjalik,,1535786333000,2,,f29bfcb9-d5a6-455e-9c39-acb47da935d4,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.7380368591664,59.3835762399605
341,"Kuival ajal tolmab kohutavalt, märjal ajal väga porine. Ratta- ja riietepesu peale selle lõigu læbimist aastaringselt garanteeritud",,1535786333000,2,,7fd14b35-421a-433f-b3db-a9f5ad33733b,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6920665730018,59.3906892282946
342,"Kuival ajal tolmab kohutavalt, märjal ajal väga porine. Ratta- ja riietepesu peale selle lõigu læbimist aastaringselt garanteeritud",,1535786333000,2,,d6a8a2b9-dd33-4695-bd4a-4d683d396dfc,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6751381169643,59.3879840744978
343,"Rattatee puudub paarisajameetrisel lõigul, mis arvestades liikluskoormust on ààrmiselt ohtlik. Puudub ka kõnnitee antud lõigul",,1535786333000,2,,b993cc49-7353-4a03-ba5d-4ce56c2c604b,,1539347645000,TallinnGIS,1539347645000,TallinnGIS,24.6332566078603,59.412010027382
